Date,Day,Season,Total guests,PSV_Count,Effenaar_Count,Temperature,Rain,Duration rain,Max rain,Timezone max rain,Wind,Timezone max wind,Temperature difference
2023-03-12,Sunday,Winter,50.0,1.0,1.0,12.100000000000001,1.0,2.6,0.5,24.0,4.800000000000001,13.0,2.8999999999999986
2023-03-11,Saturday,Winter,62.0,0.0,1.0,7.300000000000001,0.0,0.0,0.0,1.0,1.8,2.0,7.699999999999999
2023-03-10,Friday,Winter,38.0,0.0,1.0,11.4,7.5,8.700000000000001,2.0,11.0,4.9,16.0,3.5999999999999996
2023-03-09,Thursday,Winter,47.0,0.0,1.0,10.100000000000001,18.8,11.5,8.4,24.0,2.1,1.0,4.899999999999999
2023-03-08,Wednesday,Winter,23.0,0.0,0.0,1.7000000000000002,11.5,12.5,2.1,10.0,3.3000000000000003,11.0,13.3
2023-03-07,Tuesday,Winter,17.0,0.0,0.0,4.3,16.7,17.400000000000002,2.1,6.0,2.9000000000000004,1.0,10.7
2023-03-06,Monday,Winter,22.0,0.0,0.0,6.4,4.3,5.4,1.5,24.0,4.0,18.0,8.6
2023-03-05,Sunday,Winter,25.0,0.0,1.0,6.5,0.5,0.5,0.30000000000000004,17.0,2.3000000000000003,8.0,8.5
2023-03-04,Saturday,Winter,103.0,0.0,0.0,8.200000000000001,-0.1,0.0,-0.1,1.0,2.8000000000000003,11.0,6.799999999999999
2023-03-03,Friday,Winter,66.0,0.0,1.0,7.800000000000001,0.0,0.0,0.0,1.0,3.5,2.0,7.199999999999999
2023-03-02,Thursday,Winter,57.0,1.0,1.0,9.700000000000001,0.0,0.0,0.0,1.0,4.6000000000000005,14.0,5.299999999999999
2023-03-01,Wednesday,Winter,25.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,4.0,11.0,8.0
2023-02-28,Tuesday,Winter,44.0,0.0,0.0,5.9,0.0,0.0,0.0,1.0,3.5,11.0,9.1
2023-02-27,Monday,Winter,15.0,0.0,0.0,6.5,0.0,0.0,0.0,1.0,3.8000000000000003,12.0,8.5
2023-01-05,Thursday,Winter,41.0,0.0,0.0,12.0,0.9,2.2,0.7000000000000001,20.0,5.1000000000000005,1.0,3.0
2023-01-04,Wednesday,Winter,33.0,0.0,0.0,12.700000000000001,5.5,7.1000000000000005,1.4000000000000001,13.0,8.8,9.0,2.299999999999999
2023-01-03,Tuesday,Winter,0.0,0.0,0.0,9.1,0.6000000000000001,0.9,0.4,24.0,4.6000000000000005,23.0,5.9
2023-01-02,Monday,Winter,0.0,0.0,0.0,12.9,3.9000000000000004,6.1000000000000005,2.0,7.0,4.6000000000000005,6.0,2.0999999999999996
2023-01-01,Sunday,Winter,0.0,0.0,0.0,16.900000000000002,4.4,8.4,1.1,8.0,5.7,1.0,1.9000000000000021
2022-12-31,Saturday,Winter,0.0,0.0,1.0,16.8,13.100000000000001,6.6000000000000005,5.4,2.0,9.3,9.0,1.8000000000000007
2022-12-30,Friday,Winter,0.0,0.0,1.0,13.8,2.0,4.7,0.6000000000000001,13.0,6.1000000000000005,15.0,1.1999999999999993
2022-12-29,Thursday,Winter,0.0,0.0,0.0,11.8,3.5,3.2,1.4000000000000001,14.0,8.6,10.0,3.1999999999999993
2022-12-28,Wednesday,Winter,0.0,0.0,0.0,11.4,3.9000000000000004,8.6,0.8,6.0,7.5,6.0,3.5999999999999996
2022-12-27,Tuesday,Winter,0.0,0.0,0.0,7.2,0.1,0.6000000000000001,0.1,24.0,5.300000000000001,1.0,7.8
2022-12-26,Monday,Winter,0.0,0.0,0.0,10.700000000000001,0.8,0.30000000000000004,0.8,11.0,5.1000000000000005,10.0,4.299999999999999
2022-12-25,Sunday,Winter,0.0,0.0,0.0,10.4,8.0,11.5,1.9000000000000001,16.0,2.4000000000000004,20.0,4.6
2022-12-24,Saturday,Winter,0.0,0.0,0.0,11.8,-0.1,0.0,-0.1,1.0,4.5,1.0,3.1999999999999993
2022-12-23,Friday,Winter,0.0,0.0,2.0,12.600000000000001,13.4,6.800000000000001,6.0,14.0,4.800000000000001,20.0,2.3999999999999986
2022-12-22,Thursday,Winter,0.0,0.0,1.0,10.700000000000001,7.300000000000001,8.1,1.6,17.0,3.5,20.0,4.299999999999999
2022-12-21,Wednesday,Winter,0.0,0.0,1.0,9.200000000000001,1.2000000000000002,3.5,0.8,18.0,3.0,11.0,5.799999999999999
2022-12-20,Tuesday,Autumn,0.0,0.0,0.0,12.100000000000001,14.200000000000001,14.5,2.1,21.0,4.800000000000001,2.0,2.8999999999999986
2022-12-19,Monday,Autumn,0.0,0.0,0.0,11.5,3.2,5.9,1.0,4.0,5.800000000000001,7.0,3.5
2022-12-18,Sunday,Autumn,30.0,0.0,0.0,1.1,3.6,4.800000000000001,1.0,22.0,3.0,23.0,13.9
2022-12-17,Saturday,Autumn,65.0,0.0,1.0,-1.3,0.0,0.0,0.0,1.0,2.2,7.0,16.3
2022-12-16,Friday,Autumn,55.0,0.0,2.0,1.0,-0.1,0.0,-0.1,1.0,1.3,5.0,14.0
2022-12-15,Thursday,Autumn,26.0,0.0,1.0,1.5,0.0,0.0,0.0,1.0,1.6,2.0,13.5
2022-12-14,Wednesday,Autumn,20.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.8,1.0,14.5
2022-12-13,Tuesday,Autumn,13.0,0.0,0.0,-0.8,0.0,0.0,0.0,1.0,2.1,21.0,15.8
2022-12-12,Monday,Autumn,32.0,0.0,0.0,2.7,0.0,0.0,0.0,1.0,1.1,2.0,12.3
2022-12-11,Sunday,Autumn,51.0,0.0,1.0,1.9000000000000001,0.0,0.0,0.0,1.0,2.2,10.0,13.1
2022-12-10,Saturday,Autumn,39.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,2.7,3.0,14.6
2022-12-09,Friday,Autumn,42.0,0.0,0.0,2.2,-0.1,0.0,-0.1,1.0,1.4000000000000001,1.0,12.8
2022-12-08,Thursday,Autumn,41.0,0.0,1.0,3.9000000000000004,2.2,7.5,0.5,13.0,3.2,4.0,11.1
2022-12-07,Wednesday,Autumn,27.0,0.0,1.0,7.0,0.1,0.4,0.1,22.0,2.6,23.0,8.0
2022-12-06,Tuesday,Autumn,26.0,0.0,0.0,7.4,0.1,0.30000000000000004,0.1,2.0,2.1,13.0,7.6
2022-12-05,Monday,Autumn,18.0,0.0,0.0,4.9,1.6,6.4,0.30000000000000004,10.0,2.0,1.0,10.1
2022-12-04,Sunday,Autumn,29.0,0.0,2.0,2.3000000000000003,-0.1,0.0,-0.1,1.0,4.1000000000000005,11.0,12.7
2022-12-03,Saturday,Autumn,27.0,0.0,1.0,2.2,0.0,0.0,0.0,1.0,4.4,1.0,12.8
2022-12-02,Friday,Autumn,68.0,0.0,1.0,5.300000000000001,-0.1,0.0,-0.1,1.0,5.300000000000001,13.0,9.7
2022-12-01,Thursday,Autumn,23.0,0.0,1.0,7.300000000000001,-0.1,0.0,-0.1,1.0,3.4000000000000004,4.0,7.699999999999999
2022-11-30,Wednesday,Autumn,28.0,0.0,1.0,9.0,-0.1,0.0,-0.1,1.0,1.9000000000000001,14.0,6.0
2022-11-29,Tuesday,Autumn,49.0,0.0,0.0,7.5,0.0,0.0,0.0,1.0,1.3,3.0,7.5
2022-11-28,Monday,Autumn,16.0,0.0,0.0,9.9,4.800000000000001,8.5,0.9,10.0,2.2,4.0,5.1
2022-11-27,Sunday,Autumn,50.0,0.0,2.0,7.9,4.1000000000000005,11.3,0.9,21.0,3.2,4.0,7.1
2022-11-26,Saturday,Autumn,79.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,3.2,15.0,4.0
2022-11-25,Friday,Autumn,35.0,0.0,0.0,12.100000000000001,0.8,1.2000000000000002,0.6000000000000001,3.0,3.7,1.0,2.8999999999999986
2022-11-24,Thursday,Autumn,51.0,0.0,1.0,12.3,-0.1,0.0,-0.1,1.0,4.800000000000001,7.0,2.6999999999999993
2022-11-23,Wednesday,Autumn,25.0,0.0,1.0,10.9,3.1,2.0,1.7000000000000002,15.0,5.1000000000000005,10.0,4.1
2022-11-22,Tuesday,Autumn,22.0,0.0,0.0,8.5,0.4,1.5,0.2,22.0,4.5,10.0,6.5
2022-11-21,Monday,Autumn,27.0,0.0,1.0,9.0,3.4000000000000004,5.4,1.0,22.0,3.3000000000000003,22.0,6.0
2022-11-20,Sunday,Autumn,34.0,0.0,2.0,8.3,6.2,4.5,2.4000000000000004,15.0,2.6,18.0,6.699999999999999
2022-11-19,Saturday,Autumn,121.0,0.0,1.0,6.800000000000001,0.8,2.5,0.30000000000000004,5.0,3.8000000000000003,3.0,8.2
2022-11-18,Friday,Autumn,96.0,0.0,1.0,11.0,0.9,2.1,0.6000000000000001,15.0,2.8000000000000003,10.0,4.0
2022-11-17,Thursday,Autumn,49.0,0.0,2.0,12.200000000000001,9.0,7.5,2.4000000000000004,5.0,5.5,14.0,2.799999999999999
2022-11-16,Wednesday,Autumn,53.0,0.0,1.0,13.0,8.0,4.5,2.3000000000000003,1.0,3.8000000000000003,24.0,2.0
2022-11-15,Tuesday,Autumn,59.0,0.0,1.0,13.3,3.9000000000000004,5.300000000000001,1.2000000000000002,24.0,3.8000000000000003,11.0,1.6999999999999993
2022-11-14,Monday,Autumn,40.0,0.0,0.0,10.0,-0.1,0.0,-0.1,1.0,2.5,11.0,5.0
2022-11-13,Sunday,Autumn,60.0,0.0,1.0,16.0,0.0,0.0,0.0,1.0,1.6,5.0,1.0
2022-11-12,Saturday,Autumn,86.0,1.0,2.0,16.5,0.0,0.0,0.0,1.0,1.4000000000000001,4.0,1.5
2022-11-11,Friday,Autumn,69.0,0.0,1.0,13.700000000000001,0.0,0.0,0.0,1.0,3.1,1.0,1.299999999999999
2022-11-10,Thursday,Autumn,21.0,0.0,0.0,15.200000000000001,0.0,0.0,0.0,1.0,4.7,12.0,0.20000000000000107
2022-11-09,Wednesday,Autumn,28.0,0.0,0.0,15.100000000000001,-0.1,0.0,-0.1,1.0,6.0,13.0,0.10000000000000142
2022-11-08,Tuesday,Autumn,28.0,0.0,0.0,16.2,0.0,0.0,0.0,1.0,4.9,14.0,1.1999999999999993
2022-11-07,Monday,Autumn,27.0,0.0,0.0,15.3,-0.1,0.0,-0.1,1.0,5.7,8.0,0.3000000000000007
2022-11-06,Sunday,Autumn,40.0,0.0,2.0,12.700000000000001,3.5,3.9000000000000004,1.2000000000000002,16.0,5.6000000000000005,21.0,2.299999999999999
2022-11-05,Saturday,Autumn,57.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,4.0,21.0,3.0
2022-11-04,Friday,Autumn,48.0,0.0,2.0,13.3,0.2,0.30000000000000004,0.2,23.0,2.3000000000000003,1.0,1.6999999999999993
2022-11-03,Thursday,Autumn,39.0,0.0,2.0,15.700000000000001,3.6,4.9,1.3,17.0,5.0,24.0,0.7000000000000011
2022-11-02,Wednesday,Autumn,15.0,0.0,1.0,15.600000000000001,-0.1,0.0,-0.1,1.0,6.4,2.0,0.6000000000000014
2022-11-01,Tuesday,Autumn,22.0,0.0,1.0,17.6,-0.1,0.0,-0.1,1.0,6.7,5.0,2.6000000000000014
2022-10-31,Monday,Autumn,23.0,0.0,0.0,18.400000000000002,-0.1,0.0,-0.1,1.0,2.3000000000000003,14.0,3.400000000000002
2022-10-30,Sunday,Autumn,55.0,1.0,1.0,20.8,0.0,0.0,0.0,1.0,1.5,15.0,5.800000000000001
2022-10-29,Saturday,Autumn,84.0,0.0,2.0,24.6,0.0,0.0,0.0,1.0,2.1,12.0,9.600000000000001
2022-10-28,Friday,Autumn,75.0,0.0,1.0,22.8,0.0,0.0,0.0,1.0,2.8000000000000003,11.0,7.800000000000001
2022-10-27,Thursday,Autumn,48.0,1.0,0.0,21.200000000000003,0.0,0.0,0.0,1.0,2.8000000000000003,9.0,6.200000000000003
2022-10-26,Wednesday,Autumn,35.0,0.0,0.0,20.900000000000002,0.0,0.0,0.0,1.0,3.3000000000000003,10.0,5.900000000000002
2022-10-25,Tuesday,Autumn,55.0,0.0,0.0,17.8,0.0,0.0,0.0,1.0,3.8000000000000003,1.0,2.8000000000000007
2022-10-24,Monday,Autumn,41.0,0.0,0.0,18.7,3.6,1.4000000000000001,2.3000000000000003,19.0,6.300000000000001,9.0,3.6999999999999993
2022-10-23,Sunday,Autumn,34.0,0.0,0.0,19.5,4.800000000000001,0.8,2.5,21.0,3.3000000000000003,20.0,4.5
2022-10-22,Saturday,Autumn,78.0,0.0,1.0,19.200000000000003,0.0,0.0,0.0,1.0,3.3000000000000003,10.0,4.200000000000003
2022-10-21,Friday,Autumn,62.0,0.0,0.0,20.5,2.7,0.8,1.8,9.0,2.9000000000000004,14.0,5.5
2022-10-20,Thursday,Autumn,29.0,0.0,1.0,18.5,3.1,2.0,1.7000000000000002,11.0,2.9000000000000004,12.0,3.5
2022-10-19,Wednesday,Autumn,26.0,0.0,0.0,15.700000000000001,0.0,0.0,0.0,1.0,3.5,10.0,0.7000000000000011
2022-10-18,Tuesday,Autumn,25.0,0.0,0.0,18.900000000000002,0.0,0.0,0.0,1.0,1.5,15.0,3.900000000000002
2022-10-17,Monday,Autumn,34.0,0.0,0.0,18.1,3.4000000000000004,3.0,2.3000000000000003,10.0,3.0,8.0,3.1000000000000014
2022-10-16,Sunday,Autumn,22.0,1.0,1.0,19.400000000000002,0.5,0.7000000000000001,0.5,19.0,3.1,9.0,4.400000000000002
2022-10-15,Saturday,Autumn,47.0,0.0,2.0,19.5,0.1,0.4,0.1,12.0,3.4000000000000004,13.0,4.5
2022-10-14,Friday,Autumn,38.0,0.0,2.0,16.3,0.6000000000000001,2.0,0.2,11.0,2.2,6.0,1.3000000000000007
2022-10-13,Thursday,Autumn,38.0,1.0,1.0,14.3,0.5,1.0,0.4,13.0,2.8000000000000003,14.0,0.6999999999999993
2022-10-12,Wednesday,Autumn,26.0,0.0,0.0,16.5,0.0,0.0,0.0,1.0,1.6,15.0,1.5
2022-10-11,Tuesday,Autumn,15.0,0.0,0.0,16.7,0.0,0.0,0.0,1.0,0.9,14.0,1.6999999999999993
2022-10-10,Monday,Autumn,20.0,0.0,0.0,19.200000000000003,-0.1,0.0,-0.1,1.0,2.7,16.0,4.200000000000003
2022-10-09,Sunday,Autumn,32.0,0.0,1.0,18.0,0.0,0.0,0.0,1.0,2.3000000000000003,14.0,3.0
2022-10-08,Saturday,Autumn,77.0,0.0,0.0,17.2,0.7000000000000001,0.8,0.7000000000000001,3.0,3.3000000000000003,1.0,2.1999999999999993
2022-10-07,Friday,Autumn,70.0,0.0,2.0,18.900000000000002,0.0,0.0,0.0,1.0,3.8000000000000003,11.0,3.900000000000002
2022-10-06,Thursday,Autumn,24.0,0.0,2.0,17.900000000000002,0.0,0.0,0.0,1.0,3.8000000000000003,11.0,2.900000000000002
2022-10-05,Wednesday,Autumn,22.0,0.0,2.0,21.6,1.6,0.8,0.8,20.0,5.9,13.0,6.600000000000001
2022-10-04,Tuesday,Autumn,41.0,0.0,0.0,19.5,0.0,0.0,0.0,1.0,3.0,13.0,4.5
2022-10-03,Monday,Autumn,23.0,0.0,0.0,18.1,0.0,0.0,0.0,1.0,1.4000000000000001,1.0,3.1000000000000014
2022-10-02,Sunday,Autumn,39.0,0.0,2.0,18.400000000000002,4.5,1.9000000000000001,1.6,8.0,3.3000000000000003,3.0,3.400000000000002
2022-10-01,Saturday,Autumn,61.0,0.0,2.0,18.7,7.0,4.2,3.0,2.0,5.7,2.0,3.6999999999999993
2022-09-30,Friday,Autumn,92.0,0.0,1.0,17.8,1.8,2.0,0.9,23.0,3.7,24.0,2.8000000000000007
2022-09-29,Thursday,Autumn,85.0,0.0,2.0,16.3,0.0,0.0,0.0,1.0,1.0,11.0,1.3000000000000007
2022-09-28,Wednesday,Autumn,51.0,0.0,1.0,14.9,0.6000000000000001,1.5,0.30000000000000004,2.0,3.0,9.0,0.09999999999999964
2022-09-27,Tuesday,Autumn,28.0,0.0,0.0,11.700000000000001,11.3,10.600000000000001,3.3000000000000003,18.0,3.7,4.0,3.299999999999999
2022-09-26,Monday,Autumn,49.0,0.0,0.0,12.3,9.1,10.600000000000001,1.2000000000000002,17.0,5.1000000000000005,11.0,2.6999999999999993
2022-09-25,Sunday,Autumn,35.0,0.0,2.0,18.3,0.0,0.0,0.0,1.0,1.9000000000000001,1.0,3.3000000000000007
2022-09-24,Saturday,Autumn,72.0,0.0,1.0,15.200000000000001,4.3,7.7,1.1,8.0,2.6,4.0,0.20000000000000107
2022-09-23,Friday,Summer,46.0,0.0,1.0,18.2,1.2000000000000002,3.0,0.9,22.0,1.8,14.0,3.1999999999999993
2022-09-22,Thursday,Summer,24.0,0.0,2.0,19.8,0.0,0.0,0.0,1.0,1.0,11.0,4.800000000000001
2022-09-21,Wednesday,Summer,34.0,0.0,0.0,18.400000000000002,0.0,0.0,0.0,1.0,0.8,9.0,3.400000000000002
2022-09-20,Tuesday,Summer,25.0,0.0,0.0,16.8,-0.1,0.0,-0.1,1.0,1.9000000000000001,13.0,1.8000000000000007
2022-09-19,Monday,Summer,12.0,0.0,0.0,18.400000000000002,0.30000000000000004,0.4,0.2,18.0,2.8000000000000003,15.0,3.400000000000002
2022-09-18,Sunday,Summer,24.0,1.0,0.0,13.9,20.5,9.9,3.9000000000000004,13.0,3.5,12.0,1.0999999999999996
2022-09-17,Saturday,Summer,52.0,0.0,0.0,17.2,5.0,2.6,1.7000000000000002,11.0,4.0,15.0,2.1999999999999993
2022-09-16,Friday,Summer,34.0,0.0,2.0,16.2,7.5,2.4000000000000004,2.9000000000000004,14.0,3.5,10.0,1.1999999999999993
2022-09-15,Thursday,Summer,26.0,0.0,1.0,18.900000000000002,1.3,0.7000000000000001,1.2000000000000002,11.0,2.2,14.0,3.900000000000002
2022-09-14,Wednesday,Summer,26.0,0.0,0.0,15.3,21.1,12.600000000000001,3.8000000000000003,7.0,2.0,1.0,0.3000000000000007
2022-09-13,Tuesday,Summer,40.0,0.0,0.0,25.5,3.6,3.9000000000000004,2.8000000000000003,24.0,2.1,16.0,10.5
2022-09-12,Monday,Summer,29.0,0.0,0.0,25.200000000000003,0.0,0.0,0.0,1.0,1.7000000000000002,12.0,10.200000000000003
2022-09-11,Sunday,Summer,24.0,1.0,1.0,22.700000000000003,0.0,0.0,0.0,1.0,1.1,13.0,7.700000000000003
2022-09-10,Saturday,Summer,37.0,0.0,0.0,20.5,8.0,4.6000000000000005,2.4000000000000004,7.0,3.5,7.0,5.5
2022-09-09,Friday,Summer,44.0,0.0,0.0,20.700000000000003,4.0,2.5,2.9000000000000004,17.0,4.4,9.0,5.700000000000003
2022-09-08,Thursday,Summer,16.0,1.0,0.0,22.1,8.200000000000001,5.6000000000000005,3.7,21.0,3.3000000000000003,10.0,7.100000000000001
2022-09-07,Wednesday,Summer,22.0,0.0,1.0,25.900000000000002,-0.1,0.0,-0.1,1.0,2.7,12.0,10.900000000000002
2022-09-06,Tuesday,Summer,18.0,0.0,0.0,28.8,4.6000000000000005,2.9000000000000004,3.4000000000000004,23.0,2.8000000000000003,2.0,13.8
2022-09-05,Monday,Summer,14.0,0.0,0.0,32.0,0.7000000000000001,1.5,0.4,24.0,2.8000000000000003,19.0,17.0
2022-09-04,Sunday,Summer,33.0,0.0,0.0,28.5,0.0,0.0,0.0,1.0,1.8,14.0,13.5
2022-09-03,Saturday,Summer,29.0,0.0,0.0,28.400000000000002,0.0,0.0,0.0,1.0,2.3000000000000003,1.0,13.400000000000002
2022-09-02,Friday,Summer,94.0,0.0,2.0,27.700000000000003,0.0,0.0,0.0,1.0,3.4000000000000004,12.0,12.700000000000003
2022-09-01,Thursday,Summer,32.0,0.0,1.0,26.1,0.0,0.0,0.0,1.0,3.6,10.0,11.100000000000001
2022-08-31,Wednesday,Summer,25.0,1.0,0.0,25.3,0.0,0.0,0.0,1.0,5.0,8.0,10.3
2022-08-30,Tuesday,Summer,24.0,0.0,0.0,26.1,0.0,0.0,0.0,1.0,4.5,13.0,11.100000000000001
2022-08-29,Monday,Summer,35.0,0.0,0.0,23.5,0.0,0.0,0.0,1.0,2.4000000000000004,9.0,8.5
2022-08-28,Sunday,Summer,24.0,0.0,0.0,24.200000000000003,0.0,0.0,0.0,1.0,3.8000000000000003,9.0,9.200000000000003
2022-08-27,Saturday,Summer,37.0,0.0,0.0,22.400000000000002,0.0,0.0,0.0,1.0,2.8000000000000003,23.0,7.400000000000002
2022-08-26,Friday,Summer,41.0,0.0,0.0,22.5,3.0,0.9,1.6,14.0,3.5,9.0,7.5
2022-08-25,Thursday,Summer,18.0,0.0,0.0,33.5,0.0,0.0,0.0,1.0,2.7,24.0,18.5
2022-08-24,Wednesday,Summer,55.0,1.0,0.0,32.300000000000004,0.0,0.0,0.0,1.0,1.9000000000000001,18.0,17.300000000000004
2022-08-23,Tuesday,Summer,6.0,0.0,0.0,29.8,0.0,0.0,0.0,1.0,1.8,16.0,14.8
2022-08-22,Monday,Summer,14.0,0.0,0.0,26.8,0.0,0.0,0.0,1.0,1.8,11.0,11.8
2022-08-21,Sunday,Summer,13.0,0.0,0.0,25.400000000000002,0.0,0.0,0.0,1.0,2.3000000000000003,8.0,10.400000000000002
2022-08-20,Saturday,Summer,30.0,0.0,0.0,24.900000000000002,-0.1,0.0,-0.1,1.0,2.6,14.0,9.900000000000002
2022-08-19,Friday,Summer,57.0,0.0,0.0,25.6,5.300000000000001,0.8,3.6,17.0,2.5,8.0,10.600000000000001
2022-08-18,Thursday,Summer,20.0,0.0,0.0,26.5,0.0,0.0,0.0,1.0,1.3,1.0,11.5
2022-08-17,Wednesday,Summer,43.0,0.0,0.0,22.200000000000003,6.300000000000001,4.7,2.6,13.0,2.0,5.0,7.200000000000003
2022-08-16,Tuesday,Summer,44.0,0.0,0.0,30.1,0.0,0.0,0.0,1.0,2.7,10.0,15.100000000000001
2022-08-15,Monday,Summer,33.0,0.0,0.0,26.700000000000003,-0.1,0.0,-0.1,1.0,2.9000000000000004,8.0,11.700000000000003
2022-08-14,Sunday,Summer,17.0,0.0,0.0,33.1,0.0,0.0,0.0,1.0,2.1,11.0,18.1
2022-08-13,Saturday,Summer,38.0,0.0,0.0,32.2,0.0,0.0,0.0,1.0,2.1,14.0,17.200000000000003
2022-08-12,Friday,Summer,39.0,0.0,0.0,32.800000000000004,0.0,0.0,0.0,1.0,3.2,11.0,17.800000000000004
2022-08-11,Thursday,Summer,31.0,0.0,0.0,31.900000000000002,0.0,0.0,0.0,1.0,3.2,11.0,16.900000000000002
2022-08-10,Wednesday,Summer,54.0,0.0,0.0,31.1,0.0,0.0,0.0,1.0,3.6,17.0,16.1
2022-08-09,Tuesday,Summer,35.0,1.0,0.0,27.8,0.0,0.0,0.0,1.0,4.3,16.0,12.8
2022-08-08,Monday,Summer,28.0,0.0,0.0,25.700000000000003,0.0,0.0,0.0,1.0,3.1,14.0,10.700000000000003
2022-08-07,Sunday,Summer,49.0,0.0,0.0,25.5,0.0,0.0,0.0,1.0,2.2,17.0,10.5
2022-08-06,Saturday,Summer,46.0,1.0,0.0,23.900000000000002,0.0,0.0,0.0,1.0,2.2,12.0,8.900000000000002
2022-08-05,Friday,Summer,27.0,0.0,0.0,23.8,-0.1,0.0,-0.1,1.0,3.6,13.0,8.8
2022-08-04,Thursday,Summer,18.0,0.0,0.0,28.5,2.0,1.8,1.2000000000000002,21.0,2.8000000000000003,18.0,13.5
2022-08-03,Wednesday,Summer,71.0,0.0,0.0,32.6,0.0,0.0,0.0,1.0,2.7,8.0,17.6
2022-08-02,Tuesday,Summer,21.0,0.0,0.0,29.3,0.0,0.0,0.0,1.0,3.4000000000000004,11.0,14.3
2022-08-01,Monday,Summer,25.0,0.0,0.0,24.400000000000002,-0.1,0.0,-0.1,1.0,2.6,12.0,9.400000000000002
2022-07-31,Sunday,Summer,23.0,0.0,0.0,26.700000000000003,0.30000000000000004,0.4,0.2,21.0,3.9000000000000004,14.0,11.700000000000003
2022-07-30,Saturday,Summer,29.0,0.0,0.0,26.5,-0.1,0.0,-0.1,1.0,2.0,13.0,11.5
2022-07-29,Friday,Summer,35.0,0.0,0.0,26.900000000000002,-0.1,0.0,-0.1,1.0,2.7,16.0,11.900000000000002
2022-07-28,Thursday,Summer,20.0,0.0,0.0,24.200000000000003,0.0,0.0,0.0,1.0,4.0,10.0,9.200000000000003
2022-07-27,Wednesday,Summer,15.0,0.0,0.0,22.5,0.0,0.0,0.0,1.0,2.6,17.0,7.5
2022-07-26,Tuesday,Summer,60.0,0.0,0.0,21.400000000000002,1.2000000000000002,0.30000000000000004,1.2000000000000002,11.0,3.0,8.0,6.400000000000002
2022-07-25,Monday,Summer,21.0,0.0,0.0,26.900000000000002,-0.1,0.0,-0.1,1.0,4.7,13.0,11.900000000000002
2022-07-24,Sunday,Summer,15.0,0.0,0.0,30.700000000000003,0.0,0.0,0.0,1.0,2.6,10.0,15.700000000000003
2022-07-23,Saturday,Summer,45.0,0.0,0.0,26.1,0.0,0.0,0.0,1.0,1.4000000000000001,8.0,11.100000000000001
2022-07-22,Friday,Summer,67.0,0.0,0.0,22.900000000000002,-0.1,0.0,-0.1,1.0,2.0,15.0,7.900000000000002
2022-07-21,Thursday,Summer,15.0,0.0,0.0,19.200000000000003,6.5,5.4,2.7,9.0,3.8000000000000003,7.0,4.200000000000003
2022-07-20,Wednesday,Summer,20.0,0.0,0.0,29.1,-0.1,0.0,-0.1,1.0,3.7,13.0,14.100000000000001
2022-07-19,Tuesday,Summer,22.0,0.0,0.0,38.300000000000004,0.0,0.0,0.0,1.0,2.8000000000000003,17.0,23.300000000000004
2022-07-18,Monday,Summer,24.0,0.0,0.0,33.5,0.0,0.0,0.0,1.0,1.4000000000000001,11.0,18.5
2022-07-17,Sunday,Summer,17.0,0.0,0.0,26.6,0.0,0.0,0.0,1.0,1.9000000000000001,13.0,11.600000000000001
2022-07-16,Saturday,Summer,37.0,0.0,0.0,23.3,0.0,0.0,0.0,1.0,3.5,7.0,8.3
2022-07-15,Friday,Summer,46.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,2.3000000000000003,15.0,9.0
2022-07-14,Thursday,Summer,26.0,0.0,0.0,24.8,0.0,0.0,0.0,1.0,3.1,17.0,9.8
